,symbol,name,time_stamp,time_high,time_low,open,close,high,low,market_cap,volume
343,BNB,BNB,2022-11-29T23:59:59.999Z,2022-11-29T09:12:00.000Z,2022-11-29T00:20:00.000Z,293.4918126425,295.4981664745,304.8228240119,289.7636319026,47271122270.62,986451640.27
344,BNB,BNB,2022-10-22T23:59:59.999Z,2022-10-22T21:11:00.000Z,2022-10-22T03:05:00.000Z,270.0330869329,270.4794830407,271.0074192862,268.5668881498,43271477489.63,391459295.88
345,ETH,Ethereum,2022-12-04T23:59:59.999Z,2022-12-04T23:35:00.000Z,2022-12-04T00:01:00.000Z,1243.2191954036,1280.2565936955,1281.4923129026,1242.9117847768,156669949121.35,5174128453.66
346,ETH,Ethereum,2022-11-06T23:59:59.999Z,2022-11-06T08:50:00.000Z,2022-11-06T23:59:00.000Z,1627.9010667327,1572.2347570875,1634.1325005875,1572.2347570875,192400441552.22,11632744704.51
347,USDT,Tether USDt,2023-07-31T23:59:59.999Z,2023-07-31T18:22:00.000Z,2023-07-31T20:00:00.000Z,0.9999240888,0.9999106494,1.0005043513,0.9994881671,83811761011.57,18354638255.4
348,USDT,Tether USDt,2022-10-23T23:59:59.999Z,2022-10-23T18:03:00.000Z,2022-10-23T02:29:00.000Z,1.0000614962,1.0000766032,1.0002030822,1.0000239423,68458351755.09,31629519443.95
349,BTC,Bitcoin,2023-01-24T23:59:59.999Z,2023-01-24T06:09:00.000Z,2023-01-24T23:23:00.000Z,22929.6277356711,22636.4693111916,23134.0120466001,22549.744513105,436237993963.62,26405069714.63
350,BNB,BNB,2023-08-14T23:59:59.999Z,2023-08-14T05:01:00.000Z,2023-08-14T02:22:00.000Z,240.0412745529,240.3392438653,241.0249274095,239.7473669671,36976850145.7,381157536.01
351,BNB,BNB,2023-06-25T23:59:59.999Z,2023-06-25T08:55:00.000Z,2023-06-25T01:10:00.000Z,236.6367716111,238.892989006,241.872754787,235.6361320455,37231984362.03,414941210.86
352,BNB,BNB,2023-05-23T23:59:59.999Z,2023-05-23T04:07:00.000Z,2023-05-23T00:59:00.000Z,309.2491712915,313.5062159172,315.2126716643,309.2388894026,48862444892.63,361568579.06
353,BNB,BNB,2023-03-10T23:59:59.999Z,2023-03-10T23:19:00.000Z,2023-03-10T11:46:00.000Z,277.323522404,277.4195807473,278.1007295034,265.712443616,43802636227.98,558776710.59
354,ETH,Ethereum,2023-06-07T23:59:59.999Z,2023-06-07T00:47:00.000Z,2023-06-07T22:00:00.000Z,1884.3729302172,1832.3959608921,1893.8090668118,1822.3030417224,220311724080.98,7919894454.8
355,ETH,Ethereum,2023-02-09T23:59:59.999Z,2023-02-09T01:41:00.000Z,2023-02-09T22:56:00.000Z,1651.0822199301,1546.4382885133,1655.2348426051,1537.1822608844,189243632232.62,10524969123.83
356,ETH,Ethereum,2022-11-07T23:59:59.999Z,2022-11-07T20:17:00.000Z,2022-11-07T08:02:00.000Z,1572.0169810172,1568.5912808483,1604.4753249012,1550.4155871017,191954575288.26,15279963349.45
357,ETH,Ethereum,2022-09-21T23:59:59.999Z,2022-09-21T18:01:00.000Z,2022-09-21T22:20:00.000Z,1324.2155942366,1252.6078412642,1384.4768694949,1229.4267080593,153404799857.85,20643507799.95
358,USDT,Tether USDt,2023-07-16T23:59:59.999Z,2023-07-16T23:38:00.000Z,2023-07-16T06:43:00.000Z,1.0002971422,1.0006073006,1.0009475835,1.0000097829,83689168487.15,17514358400.17
359,USDT,Tether USDt,2023-06-12T23:59:59.999Z,2023-06-12T17:21:00.000Z,2023-06-12T14:06:00.000Z,1.0001848055,1.0000546684,1.0011129795,0.9994827133,83371070817.26,21083018568.26
360,USDT,Tether USDt,2022-12-31T23:59:59.999Z,2022-12-31T19:11:00.000Z,2022-12-31T00:08:00.000Z,0.9996693514,0.9996738838,0.9997787803,0.9996526296,66242103757.6,13466542553.44
361,USDT,Tether USDt,2022-10-22T23:59:59.999Z,2022-10-22T11:34:00.000Z,2022-10-22T07:56:00.000Z,1.0001236932,1.0000853235,1.0001958977,1.0000173235,68458949890.65,24133042918.31
362,BTC,Bitcoin,2023-07-19T23:59:59.999Z,2023-07-19T04:37:00.000Z,2023-07-19T15:02:00.000Z,29862.04720795,29913.9231998543,30184.1811513168,29794.2688631325,581348679162.13,12128602811.7
363,BNB,BNB,2023-05-14T23:59:59.999Z,2023-05-14T15:51:00.000Z,2023-05-14T01:52:00.000Z,311.089457229,312.1358946345,314.6377374579,310.0058666718,48649436453.51,404468149.14
364,BNB,BNB,2023-03-08T23:59:59.999Z,2023-03-08T16:07:00.000Z,2023-03-08T14:13:00.000Z,289.3274635406,286.8669929899,293.6416218075,285.5854831584,45294444955.49,436665040.48
365,BNB,BNB,2022-11-04T23:59:59.999Z,2022-11-04T14:42:00.000Z,2022-11-04T00:13:00.000Z,329.6709657482,354.4063834219,358.1819973266,328.7398511832,56696907533.63,1938879951.62
366,BNB,BNB,2022-10-28T23:59:59.999Z,2022-10-28T20:46:00.000Z,2022-10-28T08:07:00.000Z,286.8411473413,298.01417968,300.7217871529,286.1366772684,47676042557.46,1072756218.67
367,BNB,BNB,2022-09-28T23:59:59.999Z,2022-09-28T21:26:00.000Z,2022-09-28T02:47:00.000Z,272.3344390741,281.7812072726,283.3424501947,266.9765522779,45461808208.0,857467324.81
368,BNB,BNB,2022-09-09T23:59:59.999Z,2022-09-09T12:43:00.000Z,2022-09-09T00:07:00.000Z,280.5370314798,293.4071261562,294.9559384128,280.2208112255,47337502118.33,1139680145.88
369,ETH,Ethereum,2023-08-21T23:59:59.999Z,2023-08-21T00:01:00.000Z,2023-08-21T15:29:00.000Z,1685.0223109393,1667.2690996991,1685.0826937788,1651.9598131952,200431006110.97,5077248383.35
370,ETH,Ethereum,2022-12-09T23:59:59.999Z,2022-12-09T12:43:00.000Z,2022-12-09T21:37:00.000Z,1281.0773251173,1264.2847501284,1290.0553878055,1260.8187067332,154715412873.42,5706183864.84
371,ETH,Ethereum,2022-10-24T23:59:59.999Z,2022-10-24T00:32:00.000Z,2022-10-24T14:28:00.000Z,1363.4918066525,1344.998488552,1368.4255000004,1327.8540108573,164592661444.43,13092820173.3
372,USDT,Tether USDt,2022-10-15T23:59:59.999Z,2022-10-15T01:49:00.000Z,2022-10-15T06:44:00.000Z,1.000073175,1.0000870683,1.0001588713,1.000016652,68438518111.44,25527432091.99
373,BTC,Bitcoin,2023-02-24T23:59:59.999Z,2023-02-24T01:19:00.000Z,2023-02-24T19:46:00.000Z,23946.0078636716,23198.1274878832,24103.7044834567,23007.071326645,447747058643.64,26811744927.57
374,BTC,Bitcoin,2022-11-09T23:59:59.999Z,2022-11-09T00:34:00.000Z,2022-11-09T23:38:00.000Z,18543.7612496199,15880.7798491723,18590.4595695809,15682.6928427807,304958504278.2,102905151606.28
375,BNB,BNB,2023-07-19T23:59:59.999Z,2023-07-19T05:34:00.000Z,2023-07-19T00:10:00.000Z,240.2741775105,241.1608057644,243.9277082509,239.9935912387,37104300789.72,499664149.06
376,BNB,BNB,2023-06-05T23:59:59.999Z,2023-06-05T00:00:00.000Z,2023-06-05T21:41:00.000Z,305.1672573928,276.8892582307,305.1672573928,272.889548289,43154733695.11,928515688.46
377,BNB,BNB,2023-05-15T23:59:59.999Z,2023-05-15T17:07:00.000Z,2023-05-15T00:54:00.000Z,312.1336084564,313.5294261314,316.3658031858,311.0141188194,48866560030.3,432273711.39
378,BNB,BNB,2023-05-02T23:59:59.999Z,2023-05-02T00:01:00.000Z,2023-05-02T23:59:00.000Z,328.7380425845,321.9527122226,328.7589617193,321.9527122226,50180295093.53,686766523.71
379,BNB,BNB,2023-02-23T23:59:59.999Z,2023-02-23T03:04:00.000Z,2023-02-23T12:08:00.000Z,312.8053415676,308.5339409641,314.8949024892,306.1801919209,48716410747.32,472852406.26
380,BNB,BNB,2022-10-23T23:59:59.999Z,2022-10-23T22:36:00.000Z,2022-10-23T11:23:00.000Z,270.4799658833,276.0081789772,276.5697826224,269.102548448,44155896392.93,483765500.26
381,BNB,BNB,2022-09-07T23:59:59.999Z,2022-09-07T21:26:00.000Z,2022-09-07T02:28:00.000Z,262.6126259562,278.7613073482,279.7638448,259.9939436793,44974585825.43,963734559.52
382,ETH,Ethereum,2023-05-18T23:59:59.999Z,2023-05-18T07:53:00.000Z,2023-05-18T17:58:00.000Z,1822.0682131821,1801.7284805099,1831.4503171198,1774.1950122934,216710693709.2,5673124255.21
383,ETH,Ethereum,2023-04-08T23:59:59.999Z,2023-04-08T06:01:00.000Z,2023-04-08T19:01:00.000Z,1864.6790820215,1849.4981769721,1879.1078158135,1848.8754745909,222786437114.12,5016362733.1
384,ETH,Ethereum,2023-02-07T23:59:59.999Z,2023-02-07T23:34:00.000Z,2023-02-07T00:02:00.000Z,1616.0096263832,1672.0035689791,1673.7978591906,1614.8629767876,204609541065.93,8030277433.62
385,USDT,Tether USDt,2023-08-29T23:59:59.999Z,2023-08-29T14:41:00.000Z,2023-08-29T14:21:00.000Z,0.9993279457,1.0000384798,1.0011281462,0.9989835958,82861345585.79,39257157473.25
386,USDT,Tether USDt,2023-08-21T23:59:59.999Z,2023-08-21T20:04:00.000Z,2023-08-21T07:55:00.000Z,0.9999424003,0.999834801,1.0003631649,0.9993580091,82832797925.62,21350289570.18
387,USDT,Tether USDt,2023-07-10T23:59:59.999Z,2023-07-10T19:23:00.000Z,2023-07-10T09:25:00.000Z,1.0002257832,1.000055742,1.0007764734,0.9996310647,83365364594.35,23313495694.53
388,USDT,Tether USDt,2023-03-03T23:59:59.999Z,2023-03-03T06:19:00.000Z,2023-03-03T00:07:00.000Z,1.0000845342,1.0001001303,1.000359683,1.0000578758,71123749440.56,37747411844.94
389,USDT,Tether USDt,2023-01-01T23:59:59.999Z,2023-01-01T04:55:00.000Z,2023-01-01T13:36:00.000Z,0.9996796257,0.9996918602,0.9997605503,0.9995673635,66243294943.49,11344984017.59
390,USDT,Tether USDt,2022-11-07T23:59:59.999Z,2022-11-07T22:29:00.000Z,2022-11-07T18:33:00.000Z,1.0001012526,1.0000935164,1.0001653942,1.0000388604,69503191642.29,72598608063.97
391,BTC,Bitcoin,2022-09-24T23:59:59.999Z,2022-09-24T00:08:00.000Z,2022-09-24T22:53:00.000Z,19296.990703569,18937.0111756715,19310.1976076117,18861.9739989585,362826506171.96,26149643167.68
392,BNB,BNB,2023-03-28T23:59:59.999Z,2023-03-28T19:56:00.000Z,2023-03-28T04:25:00.000Z,310.9465731256,313.2606118033,314.9861536952,307.3712844687,49460441504.2,478328373.93
393,BNB,BNB,2023-01-28T23:59:59.999Z,2023-01-28T06:08:00.000Z,2023-01-28T13:22:00.000Z,308.1571378403,306.2443369371,313.0773588772,304.093309194,48356662482.18,434715821.81
394,BNB,BNB,2022-09-26T23:59:59.999Z,2022-09-26T09:04:00.000Z,2022-09-26T05:31:00.000Z,274.1417922989,275.9278501502,276.4469792567,271.1883267287,44517443601.69,716989161.24
395,ETH,Ethereum,2023-05-29T23:59:59.999Z,2023-05-29T00:25:00.000Z,2023-05-29T17:08:00.000Z,1909.2975362,1893.0780853441,1926.4217704419,1879.0775645997,227650784838.18,5884674571.59
396,ETH,Ethereum,2023-04-25T23:59:59.999Z,2023-04-25T22:06:00.000Z,2023-04-25T14:36:00.000Z,1842.20439118,1866.7536026164,1877.4849998566,1805.322835116,224770081704.09,8677255481.49
397,ETH,Ethereum,2023-04-12T23:59:59.999Z,2023-04-12T14:52:00.000Z,2023-04-12T03:46:00.000Z,1891.9497643471,1920.682189487,1929.8812174913,1860.0368257459,231361104948.42,11010714186.59
398,ETH,Ethereum,2022-10-22T23:59:59.999Z,2022-10-22T21:56:00.000Z,2022-10-22T05:31:00.000Z,1299.9023345922,1314.2992270631,1317.101078015,1295.9468415803,160835874209.47,7175324564.31
399,ETH,Ethereum,2022-10-14T23:59:59.999Z,2022-10-14T12:58:00.000Z,2022-10-14T00:20:00.000Z,1288.04871305,1297.4220818412,1339.7447068821,1285.37824884,159320275669.59,13113767755.21
400,USDT,Tether USDt,2023-04-24T23:59:59.999Z,2023-04-24T01:27:00.000Z,2023-04-24T10:10:00.000Z,1.0000271913,1.0001206955,1.0007996601,0.9996684673,81461699758.72,25519663344.48
401,BTC,Bitcoin,2023-08-28T23:59:59.999Z,2023-08-28T12:29:00.000Z,2023-08-28T07:46:00.000Z,26089.6149228858,26106.1500439649,26198.5790644484,25880.6002488905,508288516574.2,11002805166.45
402,BTC,Bitcoin,2023-08-16T23:59:59.999Z,2023-08-16T02:06:00.000Z,2023-08-16T23:59:00.000Z,29169.0740199163,28701.7795245305,29221.9757429755,28701.7795245305,558522450868.28,14949271904.13
403,BTC,Bitcoin,2023-07-03T23:59:59.999Z,2023-07-03T19:52:00.000Z,2023-07-03T12:20:00.000Z,30624.5163112716,31156.4394915754,31375.6132520015,30586.5134333907,605031166919.12,15271884873.11
404,BTC,Bitcoin,2023-03-31T23:59:59.999Z,2023-03-31T14:52:00.000Z,2023-03-31T07:48:00.000Z,28032.2622677886,28478.4846056804,28639.8960837575,27583.7152600683,550593053896.62,19001327597.88
405,BNB,BNB,2023-07-17T23:59:59.999Z,2023-07-17T22:32:00.000Z,2023-07-17T10:43:00.000Z,242.6580896078,244.3530023238,244.6820344164,240.5975967551,38082054340.4,671028354.44
406,BNB,BNB,2023-06-29T23:59:59.999Z,2023-06-29T13:19:00.000Z,2023-06-29T00:01:00.000Z,230.6324054271,233.2324538446,236.421011623,230.5876959009,36349623363.98,332343167.97
407,BNB,BNB,2023-06-14T23:59:59.999Z,2023-06-14T04:18:00.000Z,2023-06-14T21:01:00.000Z,243.8905271358,237.5742668787,251.6301556352,234.0425644322,37026895487.58,738634211.88
408,BNB,BNB,2023-05-06T23:59:59.999Z,2023-05-06T00:40:00.000Z,2023-05-06T15:04:00.000Z,326.9453618767,322.7740229911,328.7368969289,320.579109833,50308060610.33,494274153.15
409,BNB,BNB,2023-04-29T23:59:59.999Z,2023-04-29T05:08:00.000Z,2023-04-29T23:55:00.000Z,324.4894569834,322.1347199001,324.7434496763,321.8706052528,50208845676.31,536818146.43
410,BNB,BNB,2023-01-31T23:59:59.999Z,2023-01-31T19:58:00.000Z,2023-01-31T00:39:00.000Z,307.0965701272,312.361042095,313.8248042299,305.68136658,49322298701.1,487472184.26
411,BNB,BNB,2022-12-12T23:59:59.999Z,2022-12-12T01:07:00.000Z,2022-12-12T19:56:00.000Z,284.4343741775,276.2781887786,285.5374513045,273.5308416455,44195717778.35,974762446.71
412,ETH,Ethereum,2023-08-07T23:59:59.999Z,2023-08-07T03:05:00.000Z,2023-08-07T17:33:00.000Z,1827.239468493,1826.9387893514,1842.5225755968,1804.716645695,219527926618.49,5837881974.42
413,ETH,Ethereum,2023-07-07T23:59:59.999Z,2023-07-07T14:03:00.000Z,2023-07-07T00:04:00.000Z,1847.512536429,1870.6025963313,1876.9632960836,1832.0254181354,224865960293.99,6468885149.98
414,ETH,Ethereum,2023-03-21T23:59:59.999Z,2023-03-21T14:02:00.000Z,2023-03-21T07:16:00.000Z,1735.6179601982,1806.7607367255,1836.2885278473,1725.0073435453,221100296683.63,10758627745.86
415,ETH,Ethereum,2022-09-26T23:59:59.999Z,2022-09-26T19:56:00.000Z,2022-09-26T07:01:00.000Z,1294.3861539517,1335.3202436085,1335.5264099285,1282.0493577958,163630053851.66,16034549270.8
416,USDT,Tether USDt,2023-01-12T23:59:59.999Z,2023-01-12T20:35:00.000Z,2023-01-12T16:32:00.000Z,1.0000102755,1.0000920492,1.0001497446,0.9999649182,66278686898.65,41556485542.01
417,USDT,Tether USDt,2022-10-08T23:59:59.999Z,2022-10-08T08:32:00.000Z,2022-10-08T21:36:00.000Z,1.000124728,1.00008298,1.0001901361,1.0000442648,68338729369.43,23441883205.22
418,USDT,Tether USDt,2022-09-30T23:59:59.999Z,2022-09-30T09:28:00.000Z,2022-09-30T03:18:00.000Z,1.0000761665,1.0000490051,1.0001654389,1.0000086418,67959536956.07,55223655588.72
419,BTC,Bitcoin,2022-10-13T23:59:59.999Z,2022-10-13T20:24:00.000Z,2022-10-13T13:20:00.000Z,19156.966613327,19382.9040336331,19453.3279714913,18319.8226296141,371731749298.26,44219840003.89
420,BNB,BNB,2023-08-31T23:59:59.999Z,2023-08-31T11:46:00.000Z,2023-08-31T21:10:00.000Z,223.8185689883,216.5977861687,225.5888760801,215.4484313552,33323655435.27,428616638.93
421,BNB,BNB,2023-05-29T23:59:59.999Z,2023-05-29T13:33:00.000Z,2023-05-29T22:32:00.000Z,314.2846325022,311.8071886289,316.795608193,310.7929349387,48597298700.93,543284868.02
422,BNB,BNB,2023-01-08T23:59:59.999Z,2023-01-08T23:59:00.000Z,2023-01-08T01:46:00.000Z,261.2529370515,274.385058999,274.385058999,260.5169020087,43891548403.84,491734030.19
423,ETH,Ethereum,2023-06-14T23:59:59.999Z,2023-06-14T11:32:00.000Z,2023-06-14T21:00:00.000Z,1739.2501168201,1650.5192414211,1749.1631811252,1637.1876973582,198432174708.73,7462905533.98
424,ETH,Ethereum,2023-03-01T23:59:59.999Z,2023-03-01T23:59:00.000Z,2023-03-01T00:57:00.000Z,1606.0403815803,1663.4336563449,1663.4336563449,1601.5486171578,203560807723.74,7701847224.14
425,USDT,Tether USDt,2023-07-20T23:59:59.999Z,2023-07-20T08:55:00.000Z,2023-07-20T19:20:00.000Z,1.0001725707,1.0000787607,1.0008517962,0.9996157785,83782042892.29,25849427844.62
426,USDT,Tether USDt,2023-04-16T23:59:59.999Z,2023-04-16T07:17:00.000Z,2023-04-16T10:45:00.000Z,1.0006971833,1.0005360635,1.0011877856,0.9997409178,80965191181.81,24405645674.87
427,USDT,Tether USDt,2023-04-07T23:59:59.999Z,2023-04-07T17:19:00.000Z,2023-04-07T08:05:00.000Z,1.0003584418,1.0006334667,1.0009989243,0.9995724888,80246186915.92,19099660089.9
428,USDT,Tether USDt,2023-02-27T23:59:59.999Z,2023-02-27T23:04:00.000Z,2023-02-27T09:46:00.000Z,1.0000797776,1.0001746993,1.0001956644,1.0000474106,70896112177.29,31170898345.68
429,USDT,Tether USDt,2022-12-08T23:59:59.999Z,2022-12-08T20:17:00.000Z,2022-12-08T00:43:00.000Z,1.0000158279,1.0001271654,1.0001340916,0.9999818738,65693567499.77,25868764140.45
430,USDT,Tether USDt,2022-10-25T23:59:59.999Z,2022-10-25T22:10:00.000Z,2022-10-25T11:55:00.000Z,1.000045748,1.0002079818,1.0002545143,1.0000154432,68487349187.54,64740988486.81
431,USDT,Tether USDt,2022-10-24T23:59:59.999Z,2022-10-24T12:25:00.000Z,2022-10-24T19:11:00.000Z,1.0000702128,1.0000566589,1.0001750023,1.0000408269,68456986509.69,40494105062.96
432,BTC,Bitcoin,2023-08-24T23:59:59.999Z,2023-08-24T09:10:00.000Z,2023-08-24T17:39:00.000Z,26431.5198924678,26162.3724949505,26554.9098173772,25914.9255589463,509301597240.58,12871532023.01
433,BTC,Bitcoin,2023-08-03T23:59:59.999Z,2023-08-03T15:01:00.000Z,2023-08-03T08:27:00.000Z,29161.8119457041,29178.678779687,29375.7070279614,28959.4882089026,567446140509.39,12780357745.55
434,BTC,Bitcoin,2023-02-05T23:59:59.999Z,2023-02-05T08:43:00.000Z,2023-02-05T19:29:00.000Z,23332.2476009512,22955.6660162974,23423.4356115385,22841.7603125011,442642331535.6,19564262605.21
435,BNB,BNB,2022-11-30T23:59:59.999Z,2022-11-30T01:05:00.000Z,2022-11-30T17:40:00.000Z,295.5482102009,300.7943525852,304.6509707697,294.3822525567,48118283430.36,1009620335.72
436,ETH,Ethereum,2023-07-26T23:59:59.999Z,2023-07-26T20:41:00.000Z,2023-07-26T09:54:00.000Z,1857.6965328035,1872.1599359835,1886.9741249298,1849.4368818344,225653957077.34,5781548155.47
437,ETH,Ethereum,2023-03-04T23:59:59.999Z,2023-03-04T01:07:00.000Z,2023-03-04T20:49:00.000Z,1569.2781346479,1566.92394276,1575.6372600489,1551.7368754146,191750540944.79,4389045366.61
438,USDT,Tether USDt,2023-08-30T23:59:59.999Z,2023-08-30T11:19:00.000Z,2023-08-30T08:29:00.000Z,1.0000908374,1.0001281769,1.0006265933,0.9996191149,82870201479.79,22718699935.08
439,USDT,Tether USDt,2023-08-09T23:59:59.999Z,2023-08-09T14:52:00.000Z,2023-08-09T21:27:00.000Z,0.9997242683,0.9994248589,1.0002638643,0.9989148279,83484056441.55,22920990916.16
440,USDT,Tether USDt,2023-06-24T23:59:59.999Z,2023-06-24T15:39:00.000Z,2023-06-24T16:11:00.000Z,1.0006069694,1.0005210707,1.0010134728,1.000183403,83245372469.79,20749225264.16
441,USDT,Tether USDt,2023-06-03T23:59:59.999Z,2023-06-03T16:31:00.000Z,2023-06-03T08:56:00.000Z,1.0003921549,1.000158878,1.000621519,1.0000254193,83165705422.38,13418796254.6
442,USDT,Tether USDt,2023-02-03T23:59:59.999Z,2023-02-03T14:57:00.000Z,2023-02-03T10:26:00.000Z,1.0001416582,1.0001313198,1.0002758297,1.0000775039,68037530807.22,36792033813.78
443,USDT,Tether USDt,2023-01-17T23:59:59.999Z,2023-01-17T20:56:00.000Z,2023-01-17T19:02:00.000Z,1.0001298127,1.0001033965,1.0002833736,1.00006079,66491710111.57,32250868598.11
444,BTC,Bitcoin,2023-08-21T23:59:59.999Z,2023-08-21T21:36:00.000Z,2023-08-21T15:29:00.000Z,26188.6906508187,26124.141253131,26220.2016841533,25846.0879702768,508487129875.96,13371557892.6
445,BTC,Bitcoin,2023-07-16T23:59:59.999Z,2023-07-16T14:34:00.000Z,2023-07-16T02:22:00.000Z,30297.4721108167,30249.1328102967,30437.5607323324,30089.67038376,587778068681.36,8516564469.72
446,BTC,Bitcoin,2023-04-25T23:59:59.999Z,2023-04-25T22:05:00.000Z,2023-04-25T08:24:00.000Z,27514.8723912188,28307.5980906654,28371.0776961978,27207.9325567409,547928945542.45,17733373139.17
447,BTC,Bitcoin,2023-02-03T23:59:59.999Z,2023-02-03T16:37:00.000Z,2023-02-03T20:07:00.000Z,23469.41250714,23449.3216215066,23678.1025764755,23279.9557414819,452119476083.72,27083066007.24
448,BNB,BNB,2023-07-22T23:59:59.999Z,2023-07-22T03:22:00.000Z,2023-07-22T23:43:00.000Z,243.8090835592,241.0307444208,244.8587282186,240.5126125362,37076059806.11,310128851.49
449,BNB,BNB,2023-06-23T23:59:59.999Z,2023-06-23T16:12:00.000Z,2023-06-23T02:22:00.000Z,240.7920600944,244.5649433739,248.8097815421,240.0948179113,38116045263.7,493157882.3
450,ETH,Ethereum,2023-07-16T23:59:59.999Z,2023-07-16T14:43:00.000Z,2023-07-16T02:22:00.000Z,1931.6449975842,1923.681857036,1942.0308648717,1917.2940185838,231226923280.79,4329306566.07
451,ETH,Ethereum,2023-02-25T23:59:59.999Z,2023-02-25T00:05:00.000Z,2023-02-25T21:22:00.000Z,1608.6583623394,1594.9149529904,1608.8651289511,1567.6316958876,195175909086.02,5657686234.9
452,ETH,Ethereum,2022-10-09T23:59:59.999Z,2022-10-09T12:38:00.000Z,2022-10-09T02:52:00.000Z,1315.4601836525,1322.6043002227,1327.66879714,1309.344546431,162317860620.67,5486230123.1
453,USDT,Tether USDt,2023-06-11T23:59:59.999Z,2023-06-11T13:52:00.000Z,2023-06-11T16:31:00.000Z,1.0004805893,1.0003149063,1.0009508817,1.0000784032,83387764365.56,17537918491.35
454,USDT,Tether USDt,2023-03-23T23:59:59.999Z,2023-03-23T11:15:00.000Z,2023-03-23T15:00:00.000Z,1.0019170736,1.0009596826,1.0031472138,0.9999346388,78121147531.73,39641340671.47
455,BTC,Bitcoin,2023-02-04T23:59:59.999Z,2023-02-04T13:21:00.000Z,2023-02-04T05:29:00.000Z,23446.3207269726,23331.8471370961,23556.9488050843,23291.7956588871,449874457148.45,15639298538.02
456,BTC,Bitcoin,2022-12-25T23:59:59.999Z,2022-12-25T02:03:00.000Z,2022-12-25T19:28:00.000Z,16847.5053641059,16841.9870522838,16860.5539711216,16755.253233558,324093186300.93,11656379938.06
457,BTC,Bitcoin,2022-10-03T23:59:59.999Z,2022-10-03T23:28:00.000Z,2022-10-03T00:08:00.000Z,19044.0678498115,19623.580334556,19653.5429529049,19025.2262854468,376151028151.32,30484729488.71
458,BNB,BNB,2022-11-19T23:59:59.999Z,2022-11-19T00:16:00.000Z,2022-11-19T08:36:00.000Z,273.8872104535,272.3976660614,274.2624506867,269.6495425645,43576320416.4,551451227.83
459,ETH,Ethereum,2023-07-04T23:59:59.999Z,2023-07-04T03:41:00.000Z,2023-07-04T19:42:00.000Z,1955.5241236593,1936.6335891823,1966.36535324,1932.6112948686,232820313728.46,5683423775.56
460,ETH,Ethereum,2023-01-10T23:59:59.999Z,2023-01-10T20:25:00.000Z,2023-01-10T02:43:00.000Z,1321.3954503013,1336.5861138308,1342.7571475481,1318.5271949469,163563210282.51,5830173252.56
461,ETH,Ethereum,2022-12-18T23:59:59.999Z,2022-12-18T04:33:00.000Z,2022-12-18T16:02:00.000Z,1188.1285388698,1184.7152322367,1194.2144870251,1176.1858500567,144978183335.93,3350092519.49
462,USDT,Tether USDt,2023-06-21T23:59:59.999Z,2023-06-21T22:28:00.000Z,2023-06-21T16:58:00.000Z,1.0002805485,1.0000531079,1.0008416256,0.9992803379,83181452472.88,41597850080.58
463,USDT,Tether USDt,2023-05-21T23:59:59.999Z,2023-05-21T17:15:00.000Z,2023-05-21T20:58:00.000Z,1.0004760975,1.0001830735,1.0007049133,1.0000902643,82929257908.12,13532622119.23
464,BTC,Bitcoin,2023-05-28T23:59:59.999Z,2023-05-28T23:16:00.000Z,2023-05-28T00:20:00.000Z,26871.15877526,28085.6473607492,28193.448532831,26802.7517301607,544483610242.01,14545229578.02
465,BTC,Bitcoin,2022-11-27T23:59:59.999Z,2022-11-27T22:08:00.000Z,2022-11-27T23:46:00.000Z,16463.8831715903,16444.6268345485,16594.405472442,16437.0253344115,316040534591.72,20443898508.94
466,BTC,Bitcoin,2022-09-14T23:59:59.999Z,2022-09-14T02:27:00.000Z,2022-09-14T18:19:00.000Z,20184.555325165,20241.0898018307,20467.2014327824,19793.3967181663,387631908834.78,37872380889.0
467,BNB,BNB,2023-07-24T23:59:59.999Z,2023-07-24T00:58:00.000Z,2023-07-24T15:16:00.000Z,242.4494288498,238.9462168368,242.8918710092,236.2923959589,36763385107.77,451906471.96
468,BNB,BNB,2023-04-21T23:59:59.999Z,2023-04-21T08:09:00.000Z,2023-04-21T06:58:00.000Z,317.9211111039,321.674979262,331.4171815271,316.1169491546,50137693950.74,1057530805.45
469,BNB,BNB,2023-03-27T23:59:59.999Z,2023-03-27T12:19:00.000Z,2023-03-27T20:10:00.000Z,328.9044729635,310.9491334746,329.3304946438,306.4544328604,49095551996.82,656817419.67
470,BNB,BNB,2022-12-15T23:59:59.999Z,2022-12-15T00:00:00.000Z,2022-12-15T22:44:00.000Z,268.1503576069,258.2737251465,268.1503576069,257.0811992241,41315420629.36,709349173.61
471,ETH,Ethereum,2023-07-15T23:59:59.999Z,2023-07-15T10:22:00.000Z,2023-07-15T22:41:00.000Z,1939.1296241059,1931.4665891581,1946.0192162577,1928.1873224667,232165415326.64,4380084233.54
472,ETH,Ethereum,2022-11-23T23:59:59.999Z,2022-11-23T23:47:00.000Z,2022-11-23T01:31:00.000Z,1135.4215218429,1183.1995563302,1184.9973049191,1130.0228003693,144792704215.32,11242676044.31
473,USDT,Tether USDt,2023-03-29T23:59:59.999Z,2023-03-29T01:14:00.000Z,2023-03-29T08:12:00.000Z,1.0001798083,0.9999885313,1.0006938239,0.9991164142,79519982629.33,32050016572.45
